,AMZN,AMZN,AMZN,AMZN,AMZN,EKSO,EKSO,EKSO,EKSO,EKSO,SPLK,SPLK,SPLK,SPLK,SPLK,AAPL,AAPL,AAPL,AAPL,AAPL,BPMC,BPMC,BPMC,BPMC,BPMC,CRM,CRM,CRM,CRM,CRM
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-25,1747.3599853515625,1773.0,1723.0,1768.3299560546875,3493200,7.635000228881836,8.100000381469727,7.514999866485596,7.920000076293945,17833,118.58999633789062,118.80000305175781,115.0999984741211,117.54000091552734,1767800,53.754982785312954,54.48056975834049,53.40817554886571,54.364967346191406,87613600,76.69000244140625,78.29000091552734,75.37999725341797,77.19000244140625,488400,152.0500030517578,153.2100067138672,148.89999389648438,152.99000549316406,3445000
2019-09-26,1762.7900390625,1763.3699951171875,1731.5,1739.8399658203125,3536800,7.994999885559082,8.460000038146973,7.949999809265137,8.25,27387,117.75,120.16999816894531,117.3499984741211,119.56999969482422,1047000,54.11162398579779,54.34282879786646,53.82384898133397,54.08456802368164,75334000,77.05000305175781,77.9000015258789,73.80000305175781,75.16000366210938,295600,152.4199981689453,153.39999389648438,151.83999633789062,152.33999633789062,3837300
2019-09-27,1748.0,1749.1199951171875,1713.8199462890625,1725.449951171875,3907200,8.145000457763672,8.550000190734863,8.100000381469727,8.354999542236328,12813,120.2699966430664,120.27999877929688,116.16000366210938,118.05999755859375,1475600,54.2444431318707,54.34775044659343,53.44260858022618,53.82139205932617,101408000,75.5199966430664,76.41500091552734,72.72000122070312,73.19000244140625,387200,153.1199951171875,153.14999389648438,146.75,148.25999450683594,5858200
2019-09-30,1726.989990234375,1737.4599609375,1709.219970703125,1735.9100341796875,2644700,8.399999618530273,8.399999618530273,7.695000171661377,7.949999809265137,17540,118.0,118.58999633789062,116.05000305175781,117.86000061035156,1280000,54.33298789051298,55.238129728768065,54.30593192856044,55.08809280395508,103909600,72.98999786376953,74.73999786376953,72.34500122070312,73.47000122070312,499100,147.9499969482422,148.97000122070312,147.41000366210938,148.44000244140625,3671200
2019-10-01,1746.0,1755.5999755859375,1728.4100341796875,1735.6500244140625,3084500,7.800000190734863,8.15999984741211,7.800000190734863,7.875,5427,118.69000244140625,119.58000183105469,116.62999725341797,117.06999969482422,1136900,55.358653570857186,56.133432151703786,55.14466413894963,55.2405891418457,139223200,73.87000274658203,74.83999633789062,71.45999908447266,71.55000305175781,432200,149.49000549316406,150.16000366210938,147.25,147.69000244140625,3172900
2019-10-02,1727.739990234375,1728.8900146484375,1705.0,1713.22998046875,3301100,7.5,8.399999618530273,7.5,8.220000267028809,12093,116.4800033569336,116.55000305175781,113.37999725341797,115.58999633789062,1332500,54.86426124829162,54.992162488167814,53.60247549030647,53.85581970214844,138449200,70.7300033569336,73.87999725341797,70.19999694824219,72.91999816894531,318100,146.05999755859375,146.5,143.1999969482422,144.22000122070312,4432400
2019-10-03,1713.0,1725.0,1685.06005859375,1724.4200439453125,3468200,8.204999923706055,8.3100004196167,7.829999923706055,8.100000381469727,12933,116.77999877929688,119.55000305175781,113.80999755859375,118.93000030517578,1179700,53.72545994358007,54.34774704891198,52.9137886167005,54.31331253051758,114426000,73.19999694824219,75.19000244140625,71.55599975585938,75.11000061035156,311600,144.0,147.05999755859375,142.0800018310547,147.0,3660900
2019-10-04,1726.02001953125,1740.5799560546875,1719.22998046875,1739.6500244140625,2471900,8.010000228881836,8.3100004196167,7.800000190734863,7.949999809265137,9127,119.38999938964844,123.0,118.72000122070312,122.8499984741211,1548200,55.49884500062192,55.95387603353694,55.06841165984101,55.835811614990234,138478800,75.58999633789062,75.86000061035156,72.68000030517578,74.4800033569336,259700,148.27999877929688,148.9199981689453,146.2100067138672,148.02999877929688,3259000
2019-10-07,1731.6300048828125,1747.8299560546875,1723.699951171875,1732.6600341796875,2154700,8.024999618530273,8.25,7.724999904632568,7.755000114440918,16793,122.02999877929688,122.70999908447266,121.0,121.36000061035156,1031500,55.65380954596822,56.55402739938536,55.5480439595363,55.84811782836914,122306000,73.94000244140625,74.30000305175781,71.80999755859375,71.88999938964844,378200,147.27999877929688,149.3300018310547,147.0,148.8000030517578,2704700
2019-10-08,1722.489990234375,1727.0,1705.0,1705.510009765625,2542000,7.650000095367432,7.815000057220459,7.170000076293945,7.244999885559082,17700,120.97000122070312,121.43000030517578,116.73999786376953,117.61000061035156,1918700,55.543124527025164,56.09407684520741,55.17663990224193,55.19385528564453,111820000,71.16000366210938,73.80999755859375,69.80999755859375,72.26000213623047,309200,147.5399932861328,148.33999633789062,145.80999755859375,145.91000366210938,2613200
2019-10-09,1719.6099853515625,1729.949951171875,1714.3599853515625,1721.989990234375,2043500,7.244999885559082,7.514999866485596,7.244999885559082,7.440000057220459,7860,118.0999984741211,119.87000274658203,117.76000213623047,119.08000183105469,707200,55.84073257446289,56.027662276451494,55.49884566694685,55.84073257446289,74770400,72.87000274658203,73.55000305175781,71.83000183105469,71.94999694824219,190500,147.27000427246094,147.85000610351562,146.61000061035156,147.0500030517578,2273000
2019-10-10,1725.239990234375,1738.2900390625,1713.75,1720.260009765625,2575200,7.440000057220459,7.5,7.335000038146973,7.349999904632568,7667,118.94999694824219,119.77999877929688,117.69000244140625,118.1500015258789,871900,56.062101301057496,56.67946815170832,55.90714783615366,56.593379974365234,113013600,71.95999908447266,72.58000183105469,70.80999755859375,71.94000244140625,230000,146.83999633789062,147.55999755859375,145.50999450683594,146.41000366210938,2687400
2019-10-11,1742.9200439453125,1745.449951171875,1729.8599853515625,1731.9200439453125,3255000,7.409999847412109,7.860000133514404,7.409999847412109,7.860000133514404,7427,120.18000030517578,121.62999725341797,119.51000213623047,120.80999755859375,1634000,57.29682887849399,58.45039089113776,57.13941339881414,58.09866714477539,166795600,72.86000061035156,74.5999984741211,72.16400146484375,73.66999816894531,220200,148.13999938964844,150.7100067138672,148.08999633789062,149.3699951171875,4663900
2019-10-14,1728.9100341796875,1741.8900146484375,1722.0,1736.4300537109375,1910200,8.25,8.25,7.545000076293945,7.755000114440918,7780,120.66999816894531,121.76000213623047,119.41999816894531,119.68000030517578,686400,57.77644657321165,58.5709061816896,57.71987638926315,58.01502990722656,96427600,73.33999633789062,73.95999908447266,71.9000015258789,71.95999908447266,264400,149.39999389648438,150.27999877929688,148.8000030517578,149.3699951171875,1556900
2019-10-15,1742.1400146484375,1776.449951171875,1740.6199951171875,1767.3800048828125,3111700,8.100000381469727,9.0,7.724999904632568,7.949999809265137,60880,119.94000244140625,121.0999984741211,119.66000366210938,119.8499984741211,858300,58.14293804465028,58.45284871234653,57.77153689703232,57.8797607421875,87360000,72.13999938964844,74.5199966430664,71.69999694824219,74.48999786376953,173600,149.66000366210938,152.97000122070312,149.6199951171875,152.74000549316406,3942600
2019-10-16,1773.3299560546875,1786.239990234375,1770.52001953125,1777.4300537109375,2763400,8.024999618530273,8.024999618530273,7.650000095367432,7.800000190734863,10493,116.12000274658203,117.0,111.66999816894531,113.58999633789062,2958100,57.40013335038988,57.860084703149546,57.35832027342648,57.646095275878906,73903200,74.13999938964844,74.69000244140625,73.0,73.62000274658203,220400,147.25999450683594,150.85000610351562,145.82000732421875,146.97000122070312,8988600
2019-10-17,1796.489990234375,1798.8499755859375,1782.02001953125,1787.47998046875,2647400,8.25,9.885000228881836,7.664999961853027,8.670000076293945,102773,114.23999786376953,114.79000091552734,112.69999694824219,113.19999694824219,1194100,57.82318164747453,58.083900658624415,57.437023419567815,57.86991500854492,67585200,74.05000305175781,75.70999908447266,73.62999725341797,74.79000091552734,224600,147.5800018310547,148.0399932861328,145.50999450683594,146.1699981689453,5024400
2019-10-18,1787.800048828125,1793.97998046875,1749.199951171875,1757.510009765625,3362500,8.670000076293945,9.869999885559082,8.399999618530273,9.869999885559082,54820,113.1500015258789,113.44000244140625,108.43000030517578,110.94999694824219,1607000,57.700212746507916,58.43564032552667,57.62642341115154,58.147865295410156,97433600,74.12999725341797,75.52999877929688,72.43000030517578,75.1500015258789,621500,146.3000030517578,146.44000244140625,142.39999389648438,144.08999633789062,6080000
2019-10-21,1769.6600341796875,1785.8800048828125,1765.0,1785.6600341796875,2130400,9.899999618530273,10.800000190734863,9.885000228881836,10.59000015258789,47167,111.62999725341797,112.1500015258789,110.44999694824219,111.12999725341797,1816700,58.42087962494282,59.274367836321254,58.37168798875032,59.15630340576172,87247200,75.7300033569336,79.31999969482422,75.07499694824219,78.68000030517578,464900,144.10000610351562,145.19000244140625,143.0,144.5500030517578,3358000
2019-10-22,1788.1500244140625,1789.780029296875,1762.0,1765.72998046875,2111700,10.949999809265137,10.949999809265137,9.300000190734863,9.614999771118164,29873,112.25,113.1500015258789,110.37999725341797,110.45999908447266,1413700,59.31617634412406,59.57197508446324,58.937392893158325,59.02102279663086,82293600,79.44000244140625,80.38999938964844,74.69000244140625,76.36000061035156,323500,145.0500030517578,145.9600067138672,142.13999938964844,142.3300018310547,4460500
2019-10-23,1761.300048828125,1770.050048828125,1742.0,1762.1700439453125,2138200,9.600000381469727,9.600000381469727,9.149999618530273,9.300000190734863,20673,111.87000274658203,118.37999725341797,111.37000274658203,115.0,3063200,59.54738702172178,59.827783482475674,59.33093931409374,59.81302261352539,75828800,76.13999938964844,78.93000030517578,76.13999938964844,77.55000305175781,288300,142.11000061035156,145.57000732421875,141.49000549316406,145.1300048828125,4761400
2019-10-24,1771.0899658203125,1788.3399658203125,1760.27001953125,1780.780029296875,4446100,9.300000190734863,9.600000381469727,8.850000381469727,8.925000190734863,15440,116.44000244140625,119.75,115.56999969482422,119.69000244140625,1752500,60.140146435285835,60.21147749230158,59.47605001595697,59.91140365600586,69275200,77.83000183105469,78.20999908447266,76.44999694824219,76.94999694824219,190500,146.58999633789062,148.7899932861328,146.39999389648438,148.1199951171875,5280100
2019-10-25,1697.550048828125,1764.2099609375,1695.0,1761.3299560546875,9626400,8.925000190734863,9.449999809265137,8.789999961853027,8.895000457763672,12240,118.18000030517578,119.72000122070312,116.87000274658203,119.58000183105469,1021600,59.808102658012594,60.68618477975086,59.73923361917356,60.6492919921875,73477200,76.83999633789062,78.32099914550781,76.19000244140625,77.69000244140625,429100,147.0500030517578,150.66000366210938,146.3000030517578,150.49000549316406,4991400
2019-10-28,1748.06005859375,1778.699951171875,1742.5,1777.0799560546875,3708900,9.555000305175781,11.774999618530273,9.149999618530273,10.604999542236328,90713,120.22000122070312,120.75,118.94999694824219,120.0,966400,60.855897733837466,61.30600849734719,60.683725140629626,61.25681686401367,96572800,75.0,76.25,66.25,67.05000305175781,2050300,151.1999969482422,154.9199981689453,149.42999267578125,154.7899932861328,7576700
2019-10-29,1774.81005859375,1777.0,1755.81005859375,1762.7099609375,2276900,10.800000190734863,10.949999809265137,9.569999694824219,10.5,33580,119.86000061035156,120.63999938964844,119.0,119.23999786376953,929100,61.237146067752846,61.428996085611544,59.66299111273752,59.84008026123047,142839600,66.56999969482422,69.12000274658203,65.86000061035156,66.7300033569336,1169900,154.77999877929688,156.1300048828125,154.4199981689453,155.08999633789062,5477300
2019-10-30,1760.239990234375,1782.3800048828125,1759.1199951171875,1779.989990234375,2449400,10.619999885559082,10.619999885559082,9.600000381469727,9.824999809265137,33560,120.29000091552734,120.73999786376953,118.55999755859375,120.47000122070312,958800,60.20163788546962,60.33445942332735,59.328476076323675,59.83269500732422,124522000,66.5999984741211,68.88999938964844,65.66999816894531,68.8499984741211,375400,155.74000549316406,158.4199981689453,155.00999450683594,158.27999877929688,4724500
2019-10-31,1775.989990234375,1792.0,1771.47998046875,1776.6600341796875,2781200,11.175000190734863,11.399999618530273,9.449999809265137,9.75,63520,120.77999877929688,120.77999877929688,117.63999938964844,119.95999908447266,909000,60.81162642383471,61.28633112773665,58.356923761149595,61.18548583984375,139162000,68.83999633789062,69.9800033569336,66.63999938964844,68.83999633789062,613200,156.55999755859375,158.27999877929688,155.2100067138672,156.49000549316406,4578300
2019-11-01,1788.010009765625,1797.449951171875,1785.2099609375,1791.43994140625,2790400,9.600000381469727,9.720000267028809,9.149999618530273,9.449999809265137,29680,120.62000274658203,123.16000366210938,119.44999694824219,123.11000061035156,1310900,61.37733746093615,62.949034020468844,61.28387448100171,62.92198181152344,151125200,69.58000183105469,69.62000274658203,67.0999984741211,68.4800033569336,540600,157.91000366210938,160.08999633789062,156.75,159.74000549316406,4771100
2019-11-04,1801.010009765625,1815.06005859375,1801.010009765625,1804.6600341796875,2771900,9.600000381469727,9.675000190734863,9.0,9.149999618530273,31287,124.01000213623047,124.43000030517578,120.33999633789062,121.02999877929688,966400,63.293376805427606,63.42128180622449,62.81375557092534,63.3351936340332,103272000,68.66999816894531,69.0,66.67500305175781,67.12000274658203,533400,160.94000244140625,161.25,156.69000244140625,157.60000610351562,5748100
2019-11-05,1809.1600341796875,1810.25,1794.0,1801.7099609375,1885500,9.600000381469727,10.154999732971191,9.300000190734863,9.449999809265137,20853,122.38999938964844,123.91000366210938,121.20999908447266,123.37000274658203,1543800,63.2245128723603,63.50491308336077,63.044965462382486,63.24419403076172,79897600,69.98999786376953,71.58499908447266,67.05999755859375,70.5,858500,157.58999633789062,159.1199951171875,155.47000122070312,158.14999389648438,4015000
2019-11-06,1801.0,1802.5,1788.5799560546875,1795.77001953125,2029800,9.600000381469727,9.600000381469727,9.149999618530273,9.149999618530273,19760,123.12000274658203,123.45999908447266,121.29000091552734,123.4000015258789,1177300,63.15564545022454,63.33273834956658,62.81130023099358,63.27124786376953,75864400,73.06999969482422,77.33000183105469,71.20999908447266,74.0999984741211,712100,158.94000244140625,160.0,157.75,158.92999267578125,4207400
2019-11-07,1803.760009765625,1805.9000244140625,1783.47998046875,1788.199951171875,2651100,9.149999618530273,9.300000190734863,9.149999618530273,9.149999618530273,13527,123.44999694824219,124.0,121.87000274658203,122.80000305175781,826100,63.83125623185671,64.228447773015,63.67583378221645,64.00148010253906,94940400,75.19999694824219,77.37000274658203,72.4000015258789,73.12999725341797,349000,158.92999267578125,161.1300048828125,158.0800018310547,159.5,3802300
2019-11-08,1787.8900146484375,1789.8800048828125,1774.0400390625,1785.8800048828125,2123300,9.149999618530273,9.270000457763672,8.850000381469727,9.09000015258789,36140,123.20999908447266,125.47000122070312,122.02999877929688,125.02999877929688,1115900,63.81891720604406,64.25064283925973,63.36498944370673,64.1766357421875,69986400,72.76000213623047,75.61499786376953,72.76000213623047,73.26000213623047,298000,159.25,161.2100067138672,158.91000366210938,161.11000061035156,3265300
2019-11-11,1778.0,1780.0,1767.1300048828125,1771.6500244140625,1946000,9.300000190734863,9.300000190734863,8.925000190734863,9.0,18067,124.8499984741211,125.9000015258789,124.0999984741211,124.75,985900,63.72269991527532,64.75144372811347,63.717768618411164,64.6848373413086,81821200,72.66999816894531,74.22000122070312,70.5,70.97000122070312,396400,161.22000122070312,162.22999572753906,160.25,161.77999877929688,3541200
2019-11-12,1774.6600341796875,1786.219970703125,1771.9100341796875,1778.0,2037600,9.0,9.300000190734863,8.864999771118164,9.239999771118164,18267,124.94000244140625,125.69999694824219,123.70999908447266,124.87999725341797,912200,64.52446993964318,64.8303834761304,64.3690550518991,64.62561798095703,87388800,70.93000030517578,72.375,70.5,71.11000061035156,569800,162.0,164.3699951171875,161.58999633789062,162.86000061035156,3710600
2019-11-13,1773.3900146484375,1775.0,1747.3199462890625,1753.1099853515625,2989500,9.600000381469727,9.600000381469727,8.864999771118164,8.925000190734863,14927,124.87000274658203,125.18000030517578,123.66000366210938,124.72000122070312,785400,64.4208642553593,65.321319036279,64.40606283650453,65.24484252929688,102734400,70.94999694824219,73.55000305175781,70.08999633789062,73.30000305175781,303800,163.0500030517578,164.4199981689453,162.02000427246094,162.60000610351562,5389700
2019-11-14,1751.4300537109375,1766.5899658203125,1749.56005859375,1754.5999755859375,2264800,9.149999618530273,9.149999618530273,8.010000228881836,8.265000343322754,36273,120.98999786376953,120.98999786376953,116.56999969482422,116.98999786376953,3262700,65.06722216183286,65.3459947827008,64.66016805973535,64.79338836669922,89182800,72.80000305175781,73.62000274658203,71.51000213623047,72.08999633789062,592400,163.02999877929688,163.5800018310547,162.38999938964844,163.0500030517578,3820700
2019-11-15,1760.050048828125,1761.6800537109375,1732.8599853515625,1739.489990234375,3927600,8.399999618530273,8.9399995803833,8.100000381469727,8.324999809265137,10353,118.38999938964844,119.9000015258789,115.33000183105469,119.19999694824219,2321900,65.04995408869127,65.56802639001916,64.88466905093165,65.56309509277344,100206400,72.68000030517578,75.44000244140625,71.70999908447266,75.3499984741211,258900,163.72000122070312,163.92999267578125,160.99000549316406,163.2100067138672,3693000
2019-11-18,1738.300048828125,1753.699951171875,1722.7099609375,1752.530029296875,2839500,8.175000190734863,8.279999732971191,7.800000190734863,7.84499979019165,19200,122.80999755859375,123.43000030517578,120.58000183105469,122.79000091552734,2154100,65.5729541360609,65.97507693640306,65.18564028405008,65.89366912841797,86703200,75.01000213623047,76.37000274658203,74.0199966430664,74.54000091552734,424900,164.0,164.0,161.88999938964844,162.77000427246094,5556700
2019-11-19,1756.989990234375,1760.6800537109375,1743.030029296875,1752.7900390625,2270800,7.949999809265137,8.25,7.84499979019165,8.024999618530273,14820,124.0,125.12000274658203,121.88999938964844,124.66000366210938,1493400,66.09102398696369,66.11569552834808,65.4718112117908,65.69384002685547,76167200,74.9800033569336,77.77999877929688,74.9800033569336,77.12999725341797,490900,163.63999938964844,164.4499969482422,161.83999633789062,163.9600067138672,4952900
2019-11-20,1749.1400146484375,1762.52001953125,1734.1199951171875,1745.530029296875,2790000,8.069999694824219,8.234999656677246,7.949999809265137,7.949999809265137,15620,124.0,127.73999786376953,123.61000061035156,126.80999755859375,2063600,65.50881688121457,65.64202965734941,64.24077339422232,64.92906951904297,106234400,76.61000061035156,77.98999786376953,74.79000091552734,75.69000244140625,544200,163.44000244140625,166.33999633789062,162.25,164.1999969482422,8450300
2019-11-21,1743.0,1746.8699951171875,1730.3599853515625,1734.7099609375,2662900,8.25,8.25,7.724999904632568,7.875,10187,127.12000274658203,127.2300033569336,125.11000061035156,126.83999633789062,3140400,65.0524248086129,65.131370738319,64.43320443607152,64.63796997070312,121395200,76.0,77.47000122070312,75.30000305175781,76.97000122070312,356300,165.32000732421875,165.91000366210938,162.2100067138672,162.8800048828125,5724200
2019-11-22,1739.02001953125,1746.4300537109375,1731.0,1745.719970703125,2479100,7.949999809265137,8.399999618530273,7.949999809265137,8.175000190734863,11853,135.00999450683594,140.8000030517578,133.61000061035156,140.5,12226200,64.78104157851051,64.92659387611928,64.3493159821686,64.58121490478516,65325200,77.44999694824219,77.48500061035156,74.66000366210938,76.01000213623047,284700,162.97999572753906,163.49000549316406,161.3800048828125,162.80999755859375,3761900
2019-11-25,1753.25,1777.4200439453125,1753.239990234375,1773.8399658203125,3486200,8.279999732971191,8.385000228881836,8.100000381469727,8.1899995803833,9293,139.63999938964844,148.17999267578125,139.52999877929688,147.63999938964844,6186500,64.81064547568337,65.73084047213692,64.76377180787466,65.71356964111328,84020400,76.16999816894531,79.44000244140625,76.16999816894531,78.86000061035156,359500,163.77999877929688,164.64999389648438,161.4499969482422,161.7100067138672,5509300
2019-11-26,1779.9200439453125,1797.030029296875,1778.3499755859375,1796.93994140625,3181200,8.25,9.149999618530273,8.175000190734863,8.399999618530273,62627,145.8000030517578,149.6999969482422,145.60000610351562,147.52000427246094,3165800,65.85420159926419,65.90847598529761,64.75885128382478,65.20044708251953,105207600,79.01000213623047,79.9800033569336,78.0250015258789,78.68000030517578,281500,161.55999755859375,162.61000061035156,161.30999755859375,162.5399932861328,5881400
2019-11-27,1801.0,1824.5,1797.31005859375,1818.510009765625,3025600,8.399999618530273,8.399999618530273,8.024999618530273,8.039999961853027,16113,147.0,151.25999450683594,146.35000610351562,151.0,2134300,65.51868760813095,66.11077457924034,65.45208121179549,66.07623291015625,65235600,78.81999969482422,79.94000244140625,76.23999786376953,77.12999725341797,624700,161.9199981689453,162.8300018310547,161.11000061035156,161.50999450683594,4012800
2019-11-29,1817.780029296875,1824.68994140625,1800.7900390625,1800.800048828125,1923400,8.399999618530273,8.609999656677246,8.100000381469727,8.609999656677246,11560,150.0,150.88999938964844,148.97000122070312,149.22000122070312,1139600,65.77031035162334,66.11568931244153,65.5976171068659,65.9306640625,46617600,77.37999725341797,83.0,76.19000244140625,82.04000091552734,376000,161.61000061035156,163.41000366210938,161.32000732421875,162.88999938964844,2432500
2019-12-02,1804.4000244140625,1805.550048828125,1762.6800537109375,1781.5999755859375,3925600,9.149999618530273,9.149999618530273,8.25,8.385000228881836,11947,152.38999938964844,152.67999267578125,146.2100067138672,148.0399932861328,2271100,65.93559995464281,66.17736900841555,64.99321033773082,65.16836547851562,94487200,81.44999694824219,81.44999694824219,74.44100189208984,76.30999755859375,1022900,163.10000610351562,163.2100067138672,158.10000610351562,161.0,5117400
2019-12-03,1760.0,1772.8699951171875,1747.22998046875,1769.9599609375,3380900,8.399999618530273,8.864999771118164,8.295000076293945,8.475000381469727,27200,144.0,148.63999938964844,142.5,148.08999633789062,1820500,63.725174275063374,64.02614903848678,63.226842219987745,64.00641632080078,114430400,74.62000274658203,77.44000244140625,74.25,76.72000122070312,330800,156.9600067138672,161.85000610351562,156.19000244140625,161.57000732421875,6216400
2019-12-04,1774.010009765625,1789.0899658203125,1760.219970703125,1760.68994140625,2670100,8.414999961853027,8.6850004196167,8.25,8.25,11140,148.19000244140625,149.27999877929688,145.91000366210938,146.6199951171875,1544500,64.40606507180901,64.95867147142583,64.30984831721634,64.57135009765625,67181600,77.25,77.3499984741211,74.375,75.0999984741211,688800,160.3800048828125,160.69000244140625,154.5,156.42999267578125,17803300
2019-12-05,1763.5,1763.5,1740.0,1740.47998046875,2823800,8.25,8.699999809265137,8.25,8.399999618530273,9367,146.80999755859375,147.80999755859375,144.75999450683594,146.13999938964844,850200,65.07707338849647,65.5951455174168,64.81557167623399,65.51866149902344,74424400,75.44999694824219,76.78800201416016,74.33000183105469,74.55999755859375,708900,155.74000549316406,158.9199981689453,155.25,158.22000122070312,7126600
2019-12-06,1751.199951171875,1754.4000244140625,1740.1300048828125,1751.5999755859375,3117400,8.369999885559082,8.369999885559082,8.069999694824219,8.069999694824219,17560,147.16000366210938,148.67999267578125,145.77000427246094,147.88999938964844,985900,65.98741859365401,66.85580119777354,65.94300680462736,66.78425598144531,106075600,74.83999633789062,78.70999908447266,74.06999969482422,78.4800033569336,435500,158.10000610351562,159.5,157.58999633789062,158.00999450683594,4751200
2019-12-09,1750.6600341796875,1766.8900146484375,1745.6099853515625,1749.510009765625,2442800,8.1899995803833,8.5649995803833,7.800000190734863,8.399999618530273,17427,147.17999267578125,150.7100067138672,147.0,149.75,1962000,66.60909987897926,66.80645716343786,65.35339589951928,65.8492660522461,128042400,75.66999816894531,77.0,69.7699966430664,70.37000274658203,1082400,157.3800048828125,158.89999389648438,157.05999755859375,157.47999572753906,3709000
2019-12-10,1747.4000244140625,1750.6700439453125,1735.0,1739.2099609375,2514300,8.699999809265137,8.699999809265137,8.295000076293945,8.550000190734863,12607,149.85000610351562,150.3000030517578,148.3800048828125,149.0800018310547,1312300,66.26371080649604,66.62636059637104,65.58774677602149,66.2341079711914,90420400,70.26000213623047,71.69999694824219,69.43000030517578,71.08999633789062,397000,157.00999450683594,157.6699981689453,156.1699981689453,156.39999389648438,4074700
2019-12-11,1741.6700439453125,1750.0,1735.7099609375,1748.719970703125,2097600,8.850000381469727,8.850000381469727,8.399999618530273,8.625,8680,148.2899932861328,148.61000061035156,145.4600067138672,145.89999389648438,2844100,66.31552638581846,66.88047234565543,66.2390498728049,66.79905700683594,78756800,71.4000015258789,73.44999694824219,70.56999969482422,72.80000305175781,544900,156.83999633789062,156.8800048828125,155.47999572753906,156.38999938964844,4867500
2019-12-12,1750.0,1764.0,1745.43994140625,1760.3299560546875,3095900,8.850000381469727,9.149999618530273,8.475000381469727,8.760000228881836,38907,145.35000610351562,146.1999969482422,143.41000366210938,143.64999389648438,2141400,66.06143597836949,67.24066364576322,65.94795589696399,66.96929168701172,137310400,72.37999725341797,75.19000244140625,72.33999633789062,73.76000213623047,375400,155.77000427246094,158.99000549316406,155.30999755859375,158.58999633789062,5353900
2019-12-13,1765.0,1768.989990234375,1755.0,1760.93994140625,2745700,8.850000381469727,9.0,8.699999809265137,8.760000228881836,13013,144.0800018310547,144.75,141.92999267578125,143.50999450683594,2354400,66.96927562134155,67.91660407205984,66.83852473558687,67.87960052490234,133587600,73.76000213623047,75.08000183105469,73.0199966430664,74.25,296100,158.86000061035156,161.49000549316406,158.5500030517578,161.1300048828125,5742300
2019-12-16,1767.0,1769.5,1757.050048828125,1769.2099609375,3145200,8.699999809265137,8.850000381469727,8.25,8.774999618530273,13933,143.52999877929688,147.75999450683594,143.2100067138672,146.30999755859375,2187100,68.3359979148247,69.27099436256098,68.33106661808607,69.04155731201172,128186000,74.58999633789062,77.36000061035156,73.56999969482422,77.08000183105469,373000,160.85000610351562,162.74000549316406,160.82000732421875,161.9600067138672,5370000
2019-12-17,1778.010009765625,1792.0,1777.3900146484375,1790.6600341796875,3644400,8.850000381469727,8.850000381469727,8.385000228881836,8.53499984741211,7020,146.35000610351562,147.10000610351562,144.7100067138672,145.10000610351562,1448300,68.97003391613327,69.51277028899636,68.78006978623715,69.17726135253906,114158400,77.19999694824219,77.9000015258789,75.5199966430664,76.0,472500,162.0,162.3699951171875,159.74000549316406,161.6300048828125,4789600
2019-12-18,1795.02001953125,1798.199951171875,1782.3599853515625,1784.030029296875,3351400,8.699999809265137,8.699999809265137,8.100000381469727,8.100000381469727,18133,144.72999572753906,149.24000549316406,144.61000061035156,148.10000610351562,1891200,69.02675668031247,69.54482893427483,68.85900224491814,69.01195526123047,116028400,76.20999908447266,78.51000213623047,75.69000244140625,78.27999877929688,603200,161.8000030517578,163.27999877929688,161.47999572753906,161.47999572753906,4144800
2019-12-19,1780.5,1792.989990234375,1774.06005859375,1792.280029296875,2652800,7.050000190734863,7.050000190734863,5.954999923706055,6.195000171661377,256433,149.36000061035156,151.10000610351562,148.63999938964844,150.13999938964844,1946900,68.95275793822702,69.36721278012735,68.81707573730554,69.08103942871094,98369200,78.37999725341797,80.19000244140625,77.49500274658203,78.0,362300,161.58999633789062,163.33999633789062,160.8300018310547,163.3300018310547,4185400
2019-12-20,1799.6199951171875,1802.969970703125,1782.449951171875,1786.5,5150800,6.150000095367432,6.300000190734863,5.849999904632568,5.849999904632568,128827,150.14999389648438,151.61000061035156,148.88999938964844,150.9600067138672,7348000,69.62624625603378,69.7298561925663,68.72085260994572,68.93795013427734,275978000,78.0,80.12000274658203,76.94999694824219,79.4800033569336,815700,164.72999572753906,165.1699981689453,163.6300048828125,164.5500030517578,8586700
2019-12-23,1788.260009765625,1793.0,1784.510009765625,1793.0,2136400,6.0,6.164999961853027,5.474999904632568,5.550000190734863,132487,151.5,151.5,149.5800018310547,150.0500030517578,1123100,69.20685378168497,70.12457944977452,69.16738081944806,70.06290435791016,98572000,80.29000091552734,81.9000015258789,78.51000213623047,81.80999755859375,369600,164.0399932861328,164.8699951171875,163.35000610351562,163.74000549316406,4368600
2019-12-24,1793.81005859375,1795.5699462890625,1787.5799560546875,1789.2099609375,881300,5.579999923706055,5.849999904632568,5.519999980926514,5.699999809265137,46573,150.22999572753906,150.77000427246094,149.7899932861328,150.35000610351562,443800,70.23313407717215,70.28247716626214,69.79647710064933,70.1295166015625,48478800,82.0,83.0,80.50700378417969,82.58999633789062,209800,163.30999755859375,163.83999633789062,162.8800048828125,163.25,1238000
